Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Darkgrey,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Darkgrey,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552833905-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,NavyBlue,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,NavyBlue,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,NavyBlue,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,NavyBlue,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,NavyBlue,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,NavyBlue,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552830595-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Red,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Red,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Red,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Red,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Red,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,Red,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552832212-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,SportsGrey,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,SportsGrey,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,SportsGrey,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,SportsGrey,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,SportsGrey,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Ladies Custom,,,Zenladen,Ladies Custom,Ladies Custom,TRUE,Color,SportsGrey,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552835715-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,"
	2017 NFC east division Champions Philadelphia Eagles shirt",,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Black,Size,S,,,,,,1,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Black,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Black,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Black,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Black,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Black,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552863141-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,NavyBlue,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,NavyBlue,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,NavyBlue,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,NavyBlue,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,NavyBlue,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,NavyBlue,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552864824-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Red,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Red,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Red,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Red,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Red,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,Red,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552866408-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,SportsGrey,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,SportsGrey,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,SportsGrey,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,SportsGrey,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,SportsGrey,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Mens Printed V-Neck T,,,Zenladen,Mens Printed V-Neck T,Mens Printed V-Neck T,TRUE,Color,SportsGrey,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552868126-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,"
	2017 NFC east division Champions Philadelphia Eagles shirt",,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Black,Size,S,,,,,,1,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Black,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Black,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Black,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Black,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Black,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552845859-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Darkgrey,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Darkgrey,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Darkgrey,Size,L,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Darkgrey,Size,XL,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Darkgrey,Size,XXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,Darkgrey,Size,XXXL ,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552851180-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,NavyBlue,Size,S,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552847619-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552847619-front.jpg,,,,
2017-NFC-east-division-Champions-Philadelphia-Eagles-shirt-Pullover Hoodie 8 oz,,,Zenladen,Pullover Hoodie 8 oz,Pullover Hoodie 8 oz,TRUE,Color,NavyBlue,Size,M,,,,,,,deny,manual,17.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552847619-front.jpg,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0046/5784/0243/files/93737-1516552847619-front.jpg,,,,
